x	cos	sin	sinc
-5.399999999999935	0.6346928759425838	0.7727644875560289	-0.0560612391585641
-5.349999999999934	0.5952775479885533	0.8035201558521949	-0.05301237108474539
-5.299999999999933	0.5543743361791054	0.8322674422239382	-0.048588322150982174
-5.2499999999999325	0.5120854772417827	0.8589344934266266	-0.04287220553128219
-5.199999999999932	0.4685166713003167	0.8834546557201852	-0.03598035706878369
-5.149999999999931	0.4237768176793655	0.9057666414687339	-0.028060128990399502
-5.09999999999993	0.3779777427129161	0.9258146823277587	-0.019286894962408156
-5.04999999999993	0.3312339202366875	0.9435486686359299	-0.009860324111308721
-4.999999999999929	0.28366218546315813	0.9589242746631587	1.4287866691281952e-14
-4.949999999999928	0.23538144295438126	0.9719030694018377	0.010059522578232248
-4.8999999999999275	0.1865123694225042	0.982452612624346	0.020074115164983072
-4.849999999999927	0.13717711210083516	0.9905465359667233	0.029795807072306182
-4.799999999999926	0.08749898343937296	0.9961646088358471	0.03897872015787308
-4.749999999999925	0.037602152887902	0.9992927889753808	0.04738506927143848
-4.699999999999925	-0.012388663462966049	0.9999232575640999	0.05479108668091285
-4.649999999999924	-0.06234851460706789	0.9980544387588747	0.06099272802224808
-4.599999999999923	-0.11215252693513077	0.9936910036334559	0.06581101988180253
-4.5499999999999226	-0.16167621635376275	0.9868438585032241	0.06909691500657425
-4.499999999999922	-0.2107957994308561	0.9775301176650806	0.07073553026306582
-4.449999999999921	-0.2593885027897025	0.9657730606206183	0.07064965466963789
-4.39999999999992	-0.3073328699784954	0.9516020738894915	0.068802429876419
-4.34999999999992	-0.35450906504820673	0.9350525775584206	0.065199123058249
-4.299999999999919	-0.4007991720800495	0.9161659367494225	0.05988793195353469
-4.249999999999918	-0.44608748991386593	0.8949893582285471	0.05295978330334657
-4.199999999999918	-0.4902608213407714	0.8715757724135477	0.044547108751824896
-4.149999999999917	-0.533208756037225	0.845983701075402	0.03482160585555322
-4.099999999999916	-0.5748239465333376	0.8182771110643623	0.023991015684943627
-4.0499999999999154	-0.6150023765256409	0.7885252544261431	0.01229497204002357
-3.9999999999999147	-0.6536436208636764	0.7568024953078726	-2.138403758059192e-14
-3.949999999999914	-0.6906510965605699	0.7231881240864526	-0.012606237155003665
-3.8999999999999133	-0.7259323042001997	0.6877661591839108	-0.025221324181649026
-3.8499999999999126	-0.7593990591375648	0.650625137065101	-0.037534977740441205
-3.799999999999912	-0.7909677119144706	0.6118578909426494	-0.049236278094158856
-3.749999999999911	-0.8205593573396115	0.5715613187422709	-0.060021087743825315
-3.6999999999999105	-0.8481000317104556	0.5298361409084172	-0.06959948848656777
-3.6499999999999098	-0.8735208976839818	0.48678664865562066	-0.07770306446670201
-3.599999999999909	-0.8967584163341873	0.4425204432947708	-0.08409185873786074
-3.5499999999999083	-0.9177545059663124	0.3971481672858758	-0.08856083472673744
-3.4999999999999076	-0.9364566872908288	0.35078322768953335	-0.09094568176679974
-3.449999999999907	-0.952818214594333	0.30354151270834046	-0.09112781544344617
-3.399999999999906	-0.966798192579485	0.25554110202674063	-0.08903843866360062
-3.3499999999999055	-0.9783616785819537	0.2069019716733072	-0.084661547851755
-3.299999999999905	-0.9874797699088799	0.15774569414315437	-0.07803579012127075
-3.249999999999904	-0.9941296760805566	0.10819513453001302	-0.06925510124283547
-3.1999999999999034	-0.9982947757947587	0.05837414342748344	-0.058468080236767236
-3.1499999999999027	-0.9999646584713427	0.008407247367051366	-0.0458760839049317
-3.099999999999902	-0.9991351502732754	-0.04158066243338855	-0.031730053002663405
-3.0499999999999012	-0.9958083245390522	-0.09146464223253536	-0.016326110413797414
-2.9999999999999005	-0.9899924966004314	-0.1411200080599657	3.321098906277542e-14
-2.9499999999999	-0.9817022029984349	-0.19042264736112557	0.016879537885518308
-2.899999999999899	-0.9709581651495663	-0.2392493292140803	0.03391833252015374
-2.8499999999998984	-0.957787237553061	-0.2874780123426418	0.05070514536867125
-2.7999999999998977	-0.9422223406686239	-0.3349881501560013	0.06682066312779197
-2.749999999999897	-0.9243023786324243	-0.38166099205242693	0.08184693783249383
-2.6999999999998963	-0.9040721420170168	-0.4273798802339237	0.09537707681493063
-2.6499999999998956	-0.8815821958782366	-0.4720305412899746	0.10702497558621618
-2.599999999999895	-0.856888753368893	-0.5155013718215543	0.11643488132934907
-2.549999999999894	-0.8300535352351632	-0.5576837173915048	0.12329057383526472
-2.4999999999998934	-0.80114361554687	-0.5984721441040419	0.1273239544735217
-2.4499999999998927	-0.7702312540472389	-0.6377647021345864	0.1283228421550581
-2.399999999999892	-0.7373937155411725	-0.6754631805512306	0.12613778810676793
-2.3499999999998913	-0.7027130767734765	-0.7114733527909208	0.12068773842696935
-2.2999999999998906	-0.6662760212797426	-0.7457052121767931	0.11196439452182166
-2.24999999999989	-0.6281736227226534	-0.7780731968879904	0.10003514623964868
-2.199999999999889	-0.5885011172552561	-0.8084964038196554	0.08504448034438523
-2.1499999999998884	-0.5473576654801777	-0.8368987907985588	0.06721379734908155
-2.0999999999998877	-0.5048461045997605	-0.8632093666489304	0.046839602051545255
-2.049999999999887	-0.46107269137661266	-0.8873623686334275	0.024290066713204415
-1.9999999999998863	-0.416146836547039	-0.909297426825729	-5.686489202714325e-14
-1.9499999999998856	-0.3701808313511807	-0.9289597150039116	-0.02553571116015085
-1.899999999999885	-0.3232895668633945	-0.9463000876874517	-0.05177008647813793
-1.8499999999998842	-0.27559024682440153	-0.9612752029753319	-0.07811333205444854
-1.7999999999998835	-0.22720209469297356	-0.9738476308782217	-0.10394325375435234
-1.7499999999998828	-0.17824605564937673	-0.9839859468739578	-0.12861661659392834
-1.699999999999882	-0.12884449429540773	-0.9916648104524838	-0.15148123964725244
-1.6499999999998813	-0.07912088880661566	-0.9968650284539282	-0.1718885971536295
-1.5999999999998806	-0.029199522301169407	-0.9995736030415087	-0.18920668216020142
-1.54999999999988	0.02079482780321253	-0.9997837641893544	-0.20283287953544424
-1.4999999999998792	0.0707372016678234	-0.9974949866040459	-0.21220659078921086
-1.4499999999998785	0.12050276936748719	-0.9927129910375738	-0.2168213539861398
-1.3999999999998778	0.16996714290036138	-0.9854497299884394	-0.21623620818303677
-1.349999999999877	0.2190066870931615	-0.9757233578266321	-0.21008606318769207
-1.2999999999998764	0.26749882862470653	-0.9635581854171599	-0.1980908518463029
-1.2499999999998757	0.3153223623953867	-0.948984619355547	-0.18006326323136876
-1.199999999999875	0.36235775447679014	-0.932039085967181	-0.15591488063137174
-1.1499999999998742	0.4084874408842721	-0.9127639402604697	-0.125660577652627
-1.0999999999998735	0.4535961214256901	-0.891207360061378	-0.08942105846203414
-1.0499999999998728	0.4975710478918373	-0.8674232255939536	-0.04742346358291277
-0.9999999999998721	0.5403023058682473	-0.8414709848078274	1.2796795890609635e-13
-0.9499999999998714	0.5816830894639881	-0.8134155047892989	0.052415407118223054
-0.8999999999998707	0.6216099682707658	-0.783326909627403	0.1092924047872042
-0.84999999999987	0.6599831458850799	-0.7512804051402069	0.17001136976559458
-0.7999999999998693	0.6967067093472592	-0.7173560908994318	0.23387232094733026
-0.7499999999998685	0.7316888688739105	-0.681638760023238	0.30010543871921197
-0.6999999999998678	0.7648421872845735	-0.64421768723759	0.3678830105719547
-0.6499999999998671	0.7960837985491362	-0.6051864057359337	0.4363325927746656
-0.5999999999998664	0.8253356149097537	-0.5646424733949251	0.5045511524272859
-0.5499999999998657	0.852524522059576	-0.5226872289305446	0.5716199332363512
-0.499999999999865	0.8775825618904375	-0.47942553860408454	0.6366197723677532
-0.4499999999998643	0.900447102352736	-0.434965534111108	0.6986465850665977
-0.3999999999998636	0.9210609940029382	-0.38941834230852485	0.7568267286408097
-0.34999999999986287	0.939372712847426	-0.3428978074553225	0.8103319580098948
-0.29999999999986215	0.9553364891256467	-0.2955202066612079	0.8583936913342641
-0.24999999999986144	0.968912421710679	-0.24740395925438868	0.9003163161572132
-0.19999999999986073	0.9800665778412693	-0.19866933079492471	0.9354892837887271
-0.14999999999986002	0.9887710779360632	-0.14943813247346083	0.9633977620041835
-0.09999999999985931	0.9950041652780398	-0.09983341664668817	0.9836316430835118
-0.0499999999998586	0.9987502603949733	-0.04997916927053711	0.9958927352435846
1.4210854715202004e-13	1.0	1.4210854715202004e-13	1.0
0.05000000000014282	0.9987502603949591	0.04997916927082097	0.9958927352435379
0.10000000000014353	0.9950041652780114	0.09983341664697097	0.9836316430834192
0.15000000000014424	0.9887710779360207	0.14943813247374185	0.9633977620040464
0.20000000000014495	0.9800665778412129	0.19866933079520327	0.9354892837885473
0.25000000000014566	0.9689124217106088	0.24740395925466407	0.9003163161569935
0.30000000000014637	0.9553364891255628	0.29552020666147943	0.8583936913340078
0.3500000000001471	0.9393727128473285	0.3428978074555895	0.8103319580096054
0.4000000000001478	0.9210609940028275	0.38941834230878664	0.7568267286404916
0.4500000000001485	0.9004471023526124	0.4349655341113639	0.6986465850662552
0.5000000000001492	0.8775825618903011	0.47942553860433396	0.6366197723673914
0.5500000000001499	0.8525245220594274	0.522687228930787	0.5716199332359749
0.6000000000001506	0.8253356149095933	0.5646424733951597	0.5045511524269005
0.6500000000001513	0.7960837985489643	0.60518640573616	0.4363325927742762
0.7000000000001521	0.7648421872843905	0.6442176872378074	0.3678830105715665
0.7500000000001528	0.7316888688737168	0.6816387600234459	0.3001054387188302
0.8000000000001535	0.6967067093470554	0.7173560908996297	0.23387232094695967
0.8500000000001542	0.6599831458848663	0.7512804051403944	0.17001136976523976
0.9000000000001549	0.6216099682705432	0.7833269096275797	0.10929240478686929
0.9500000000001556	0.5816830894637569	0.8134155047894642	0.05241540711791182
1.0000000000001563	0.5403023058680082	0.841470984807981	-1.5630295062381256e-13
1.050000000000157	0.4975710478915908	0.867423225594095	-0.04742346358316733
1.1000000000001577	0.4535961214254368	0.8912073600615069	-0.0894210584622568
1.1500000000001585	0.4084874408840127	0.9127639402605858	-0.1256605776528162
1.2000000000001592	0.36235775447652524	0.932039085967284	-0.15591488063152645
1.2500000000001599	0.31532236239511696	0.9489846193556366	-0.18006326323148858
1.3000000000001606	0.2674988286244327	0.9635581854172359	-0.19809085184638808
1.3500000000001613	0.2190066870928842	0.9757233578266944	-0.21008606318774345
1.400000000000162	0.1699671429000813	0.9854497299884877	-0.21623620818305558
1.4500000000001627	0.12050276936720504	0.9927129910376081	-0.21682135398612795
1.5000000000001634	0.0707372016675399	0.997494986604066	-0.21220659078917067
1.5500000000001641	0.020794827802928375	0.9997837641893603	-0.20283287953537832
1.6000000000001648	-0.029199522301453503	0.9995736030415003	-0.18920668216011294
1.6500000000001656	-0.07912088880689899	0.9968650284539058	-0.17188859715352162
1.7000000000001663	-0.12884449429568956	0.9916648104524471	-0.15148123964712887
1.750000000000167	-0.1782460556496564	0.9839859468739072	-0.12861661659379253
1.8000000000001677	-0.22720209469325037	0.9738476308781571	-0.10394325375420824
1.8500000000001684	-0.27559024682467476	0.9612752029752535	-0.07811333205429954
1.900000000000169	-0.32328956686366345	0.9463000876873598	-0.05177008647798796
1.9500000000001698	-0.3701808313514447	0.9289597150038065	-0.02553571116000307
2.0000000000001705	-0.41614683654729745	0.9092974268256108	8.519988374488978e-14
2.0500000000001712	-0.46107269137686485	0.8873623686332964	0.02429006671333807
2.100000000000172	-0.5048461046000059	0.863209366648787	0.046839602051667595
2.1500000000001727	-0.5473576654804155	0.8368987907984032	0.06721379734919052
2.2000000000001734	-0.5885011172554859	0.8084964038194882	0.08504448034447873
2.250000000000174	-0.6281736227228746	0.7780731968878118	0.10003514623972541
2.300000000000175	-0.6662760212799546	0.7457052121766037	0.11196439452188044
2.3500000000001755	-0.7027130767736788	0.7114733527907211	0.1206877384270097
2.400000000000176	-0.7373937155413646	0.675463180551021	0.12613778810678958
2.450000000000177	-0.7702312540474202	0.6377647021343675	0.12832284215506137
2.5000000000001776	-0.8011436155470401	0.5984721441038142	0.12732395447350722
2.5500000000001783	-0.8300535352353217	0.5576837173912689	0.12329057383523352
2.600000000000179	-0.8568887533690396	0.5155013718213108	0.11643488132930253
2.6500000000001798	-0.8815821958783707	0.4720305412897241	0.10702497558615609
2.7000000000001805	-0.9040721420171383	0.4273798802336668	0.0953770768148588
2.750000000000181	-0.9243023786325327	0.38166099205216425	0.08184693783241223
2.800000000000182	-0.9422223406687191	0.3349881501557335	0.066820663127703
2.8500000000001826	-0.9577872375531428	0.2874780123423696	0.05070514536857746
2.9000000000001833	-0.9709581651496344	0.23924932921380432	0.03391833252005733
2.950000000000184	-0.9817022029984891	0.19042264736084658	0.016879537885421455
3.0000000000001847	-0.9899924966004715	0.14112000805968433	-6.159310010914182e-14
3.0500000000001855	-0.9958083245390782	0.09146464223225234	-0.016326110413887814
3.100000000000186	-0.9991351502732873	0.04158066243310458	-0.03173005300274758
3.150000000000187	-0.9999646584713404	-0.008407247367335573	-0.045876083905008004
3.2000000000001876	-0.9982947757947421	-0.05837414342776717	-0.05846808023683395
3.2500000000001883	-0.9941296760805258	-0.10819513453029557	-0.06925510124289129
3.300000000000189	-0.987479769908835	-0.15774569414343503	-0.07803579012131459
3.3500000000001897	-0.9783616785818948	-0.2069019716735853	-0.08466154785178637
3.4000000000001904	-0.9667981925794124	-0.2555411020270154	-0.08903843866361902
3.450000000000191	-0.9528182145942468	-0.3035415127086113	-0.09112781544345155
3.500000000000192	-0.9364566872907291	-0.3507832276897995	-0.09094568176679235
3.5500000000001926	-0.9177545059661995	-0.39714816728613667	-0.08856083472671782
3.6000000000001933	-0.8967584163340615	-0.4425204432950257	-0.08409185873782968
3.650000000000194	-0.8735208976838434	-0.4867866486558689	-0.07770306446666057
3.7000000000001947	-0.848100031710305	-0.5298361409086583	-0.06959948848651734
3.7500000000001954	-0.8205593573394491	-0.5715613187425042	-0.06002108774376714
3.800000000000196	-0.7909677119142967	-0.6118578909428742	-0.04923627809409462
3.850000000000197	-0.7593990591373798	-0.6506251370653168	-0.037534977740372615
3.9000000000001975	-0.7259323042000043	-0.6877661591841172	-0.02522132418157797
3.9500000000001982	-0.6906510965603643	-0.7231881240866489	-0.01260623715493164
4.000000000000199	-0.6536436208634614	-0.7568024953080583	4.9719029298346014e-14
4.0500000000002	-0.6150023765254169	-0.7885252544263179	0.012294972040092068
4.1000000000002	-0.574823946533105	-0.8182771110645257	0.023991015685007805
4.150000000000201	-0.5332087560369846	-0.8459837010755535	0.03482160585561189
4.200000000000202	-0.4902608213405237	-0.871575772413687	0.04454710875187666
4.2500000000002025	-0.4460874899136116	-0.8949893582286739	0.05295978330339035
4.300000000000203	-0.4007991720797891	-0.9161659367495364	0.059887931953569534
4.350000000000204	-0.35450906504794094	-0.9350525775585214	0.06519912305827437
4.400000000000205	-0.30733286997822495	-0.9516020738895788	0.06880242987643453
4.450000000000205	-0.259388502789428	-0.965773060620692	0.07064965466964337
4.500000000000206	-0.21079579943057827	-0.9775301176651405	0.07073553026306136
4.550000000000207	-0.16167621635348228	-0.98684385850327	0.06909691500656018
4.6000000000002075	-0.11215252693484835	-0.9936910036334877	0.06581101988177936
4.650000000000208	-0.06234851460678423	-0.9980544387588923	0.06099272802221658
4.700000000000209	-0.012388663462681854	-0.9999232575641035	0.05479108668087404
4.75000000000021	0.03760215288818602	-0.9992927889753701	0.04738506927139338
4.80000000000021	0.08749898343965608	-0.9961646088358223	0.03897872015782283
4.850000000000211	0.1371771121011167	-0.9905465359666842	0.029795807072252184
4.900000000000212	0.18651236942278343	-0.9824526126242931	0.020074115164926822
4.9500000000002125	0.2353814429546575	-0.9719030694017708	0.010059522578175033
5.000000000000213	0.2836621854634307	-0.9589242746630781	-4.25945868118684e-14
5.050000000000214	0.3312339202369557	-0.9435486686358358	-0.009860324111363792
5.100000000000215	0.37797774271317924	-0.9258146823276512	-0.019286894962460017
5.150000000000215	0.42377681767962294	-0.9057666414686134	-0.028060128990447256
5.200000000000216	0.4685166713005678	-0.8834546557200521	-0.03598035706882589
5.250000000000217	0.5120854772420268	-0.8589344934264811	-0.042872205531318104
5.300000000000217	0.5543743361793418	-0.8322674422237807	-0.04858832215101117
5.350000000000218	0.5952775479887816	-0.8035201558520257	-0.053012371084766655
5.400000000000219	0.6346928759428034	-0.7727644875558485	-0.05606123915857745
5.45000000000022	0.6725218022486282	-0.7400773104887468	-0.057686415280718724
5.50000000000022	0.7086697742914154	-0.7055403255702358	-0.0578745247606869
5.550000000000221	0.7430464409665579	-0.6692398572760977	-0.05664702041078347
5.600000000000222	0.7755658785103897	-0.6312666378721494	-0.054059052045746854
5.650000000000222	0.806146805264847	-0.5917155806308304	-0.0501975549209385
5.700000000000223	0.8347127848392826	-0.5506855425974515	-0.045178615333351005
5.750000000000224	0.8611924171616346	-0.5082790774990655	-0.039144187658975614
5.8000000000002245	0.8855195169414233	-0.46460217941355836	-0.03225825116509287
5.850000000000225	0.9076332790985079	-0.4197640178396549	-0.02470250671801902
5.900000000000226	0.9274784307441202	-0.3738766648300268	-0.016671722764089576
5.950000000000227	0.9450053693343016	-0.3270548148695266	-0.00836884651461381
6.000000000000227	0.9601702866504296	-0.27941549819870753	3.7844958487549926e-14
6.050000000000228	0.9729352782969501	-0.23107778829917014	0.00823051847312409
6.100000000000229	0.9832684384426262	-0.18216250427187058	0.0161251089030427
6.1500000000002295	0.9911439395684994	-0.13279190885228961	0.023497506390376597
6.20000000000023	0.9965420970232366	-0.08308940281726716	0.03017707367063021
6.250000000000231	0.9994494182245071	-0.033179216547326015	0.03601265264630902
6.300000000000232	0.9998586363834112	0.016813900484581496	0.04087589006355052
6.350000000000232	0.9977687286676685	0.06676499152178765	0.04466396618952905
6.400000000000233	0.9931849187581655	0.11654920485072476	0.04730167054005058
6.450000000000234	0.9861186637924737	0.16604210586518758	0.04874278500463883
6.5000000000002345	0.9765876257279731	0.2151199880880445	0.048970751720581414
6.550000000000235	0.964615627196156	0.2636601823730054	0.0479986203480683
6.600000000000236	0.950232591958456	0.31154136351360234	0.045868286584269544
6.650000000000237	0.9334744701124271	0.3586438534930209	0.04264905042154841
6.700000000000237	0.9143831482352234	0.4048499206168152	0.03843553841792444
6.750000000000238	0.8930063446889696	0.45004407378083017	0.033345048746533365
6.800000000000239	0.8693974903497073	0.4941133511388159	0.027514390699636536
6.8500000000002395	0.8436155950580309	0.5369476024482133	0.02109630135772259
6.90000000000024	0.8157251001252181	0.5784397643883957	0.014255531059147085
6.950000000000241	0.7857957172635122	0.618486128163213	0.007164695936969639
7.000000000000242	0.753902254343146	0.6569865987189712	-3.45331428192326e-14
7.050000000000242	0.7201244284116258	0.6938449449299383	-0.007063069044314241
7.100000000000243	0.6845466664426292	0.7289690401260425	-0.013853966804024462
7.150000000000244	0.6472578943125381	0.7622710923615688	-0.02021114186025589
7.200000000000244	0.6083513145320607	0.7936678638493018	-0.02598581343859984
7.250000000000245	0.5679241732884931	0.8230808790116446	-0.031045390212336887
7.300000000000246	0.5260775173808961	0.8504366206286939	-0.035276453068544884
7.350000000000247	0.4829159416557216	0.8756667135930015	-0.03858723609571653
7.400000000000247	0.4385473275741684	0.8987080958117352	-0.04090955289950393
7.450000000000248	0.39308257356471293	0.919503175829068	-0.042200129299318614
7.500000000000249	0.34663531783479257	0.937999976774825	-0.04244131815783735
7.550000000000249	0.29932165433446895	0.9541522662795895	-0.041641187189383574
7.60000000000025	0.2512598425820133	0.9679196720315493	-0.03983298571791786
7.650000000000251	0.20257001207669906	0.9792677826862507	-0.037074011150757
7.7000000000002515	0.15337386203761597	0.9881682338770389	-0.033443910051959194
7.750000000000252	0.10379435721900208	0.9945987791112023	-0.02904246181149565
7.800000000000253	0.05395542056239699	0.9985433453746186	-0.023986904712502186
7.850000000000254	0.003981623453825722	0.9999920733059198	-0.01840887443317032
7.900000000000254	-0.0460021256397907	0.9989413418397604	-0.012451033456721806
7.950000000000255	-0.09587089337675155	0.9953937772575955	-0.00626347632225467
8.000000000000256	-0.14550003380886659	0.9893582466233446	3.190792308215178e-14
8.050000000000257	-0.19476549993141226	0.9808498356203497	0.006185669163034782
8.100000000000257	-0.24354415373604094	0.9698898108450236	0.012143600531924427
8.150000000000258	-0.2917140739916729	0.9565055666514339	0.01773124715347755
8.200000000000259	-0.33915486098407854	0.9407305566796852	0.0228168117997477
8.25000000000026	-0.3857479374524611	0.9226042102392402	0.02728231261084273
8.30000000000026	-0.43137684497085477	0.9021718337561815	0.031026278000046537
8.35000000000026	-0.4759275350335393	0.8794844975307405	0.03396601021599087
8.400000000000261	-0.5192886541169087	0.8545989080881449	0.03603936803051595
8.450000000000262	-0.561351822005289	0.8275772664418364	0.03720603115738777
8.500000000000263	-0.6020119026850336	0.798487112623332	0.03744822190397422
8.550000000000264	-0.6411672671298035	0.7674011568673187	0.03677087289822743
8.600000000000264	-0.6787200473202069	0.7343970978739337	0.03520124319257812
8.650000000000265	-0.7145763808628771	0.6995574286024789	0.03278799830095786
8.700000000000266	-0.7486466455975753	0.6629692300819838	0.02959978245977913
